ezqcid,AnatAll.lcj.score1,AnatRestAll.lcj.score1,hcpall.lcj.score1,AnatAll.lcj.score2,AnatRestAll.lcj.score2,AnatAll.lcj.score3,AnatRestAll.lcj.score3,AnatRestAll.lcj.score4,AnatAll.lcj.tag1,AnatRestAll.lcj.tag1,hcpall.lcj.tag1,AnatAll.lcj.tag2,AnatRestAll.lcj.tag2,hcpall.lcj.tag2,AnatRestAll.lcj.tag3,hcpall.lcj.tag3,sublist,subid,SESSION,moddir,mod,RUN,isnii,rest_check,fsrecon_dir,anat_check,fs_check,ezqcbatch,AnatAll.lcj.button,AnatRestAll.lcj.button,hcpall.lcj.button,AnatAll.lcj.control,AnatRestAll.lcj.control,hcpall.lcj.control,AnatAll.lcj.filename,AnatRestAll.lcj.filename,hcpall.lcj.filename,AnatAll.lcj.filepath,AnatRestAll.lcj.filepath,hcpall.lcj.filepath,AnatAll.lcj.interper,AnatRestAll.lcj.interper,hcpall.lcj.interper,AnatAll.lcj.label,AnatRestAll.lcj.label,hcpall.lcj.label,AnatAll.lcj.score1label,AnatRestAll.lcj.score1label,hcpall.lcj.score1label,AnatAll.lcj.score1num,AnatRestAll.lcj.score1num,hcpall.lcj.score1num,AnatAll.lcj.score1num_,AnatRestAll.lcj.score1num_,hcpall.lcj.score1num_,AnatAll.lcj.score2label,AnatRestAll.lcj.score2label,AnatAll.lcj.score2num,AnatRestAll.lcj.score2num,AnatAll.lcj.score2num_,AnatRestAll.lcj.score2num_,AnatAll.lcj.score3label,AnatRestAll.lcj.score3label,AnatAll.lcj.score3num,AnatRestAll.lcj.score3num,AnatAll.lcj.score3num_,AnatRestAll.lcj.score3num_,AnatRestAll.lcj.score4label,AnatRestAll.lcj.score4num,AnatRestAll.lcj.score4num_,AnatAll.lcj.select_filter,AnatRestAll.lcj.select_filter,hcpall.lcj.select_filter,AnatAll.lcj.showing,AnatRestAll.lcj.showing,hcpall.lcj.showing,AnatAll.lcj.tag1label,AnatRestAll.lcj.tag1label,hcpall.lcj.tag1label,AnatAll.lcj.tag2label,AnatRestAll.lcj.tag2label,hcpall.lcj.tag2label,AnatRestAll.lcj.tag3label,hcpall.lcj.tag3label,AnatAll.lcj.time,AnatRestAll.lcj.time,hcpall.lcj.time,AnatAll.lcj.watch_mode,AnatRestAll.lcj.watch_mode,hcpall.lcj.watch_mode
CCNPCKG0019_01_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0019_01,CCNPCKG0019,1,rest02,rest,2.0,1,5.0,CCNPCKG0019_01,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0019_01_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0019_01_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:48:03,,,False
CCNPCKG0019_02_rest01,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0019_02,CCNPCKG0019,2,rest01,rest,1.0,1,5.0,CCNPCKG0019_02,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0019_02_rest01._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0019_02_rest01._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:48:25,,,False
CCNPCKG0019_02_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0019_02,CCNPCKG0019,2,rest02,rest,2.0,1,5.0,CCNPCKG0019_02,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0019_02_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0019_02_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:48:48,,,False
CCNPCKG0019_03_rest01,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0019_03,CCNPCKG0019,3,rest01,rest,1.0,1,5.0,CCNPCKG0019_03,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0019_03_rest01._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0019_03_rest01._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:49:10,,,False
CCNPCKG0019_03_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0019_03,CCNPCKG0019,3,rest02,rest,2.0,1,5.0,CCNPCKG0019_03,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0019_03_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0019_03_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:49:34,,,False
CCNPCKG0020_01_rest01,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0020_01,CCNPCKG0020,1,rest01,rest,1.0,1,5.0,CCNPCKG0020_01,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0020_01_rest01._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0020_01_rest01._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:49:57,,,False
CCNPCKG0020_01_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0020_01,CCNPCKG0020,1,rest02,rest,2.0,1,5.0,CCNPCKG0020_01,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0020_01_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0020_01_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:52:07,,,False
CCNPCKG0020_02_rest01,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0020_02,CCNPCKG0020,2,rest01,rest,1.0,1,5.0,CCNPCKG0020_02,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0020_02_rest01._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0020_02_rest01._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:53:11,,,False
CCNPCKG0020_02_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0020_02,CCNPCKG0020,2,rest02,rest,2.0,1,5.0,CCNPCKG0020_02,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0020_02_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0020_02_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:56:45,,,False
CCNPCKG0020_03_rest01,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0020_03,CCNPCKG0020,3,rest01,rest,1.0,1,5.0,CCNPCKG0020_03,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0020_03_rest01._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0020_03_rest01._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:57:15,,,False
CCNPCKG0020_03_rest02,,,,,,,,,,,,,,,,,CCNPCKG0020_03,CCNPCKG0020,3,rest02,rest,2.0,1,5.0,CCNPCKG0020_03,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0021_01_rest01,,,,,,,,,,,,,,,,,CCNPCKG0021_01,CCNPCKG0021,1,rest01,rest,1.0,1,5.0,CCNPCKG0021_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0021_01_rest02,,,,,,,,,,,,,,,,,CCNPCKG0021_01,CCNPCKG0021,1,rest02,rest,2.0,1,5.0,CCNPCKG0021_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0021_02_rest01,,,,,,,,,,,,,,,,,CCNPCKG0021_02,CCNPCKG0021,2,rest01,rest,1.0,1,5.0,CCNPCKG0021_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0021_02_rest02,,,,,,,,,,,,,,,,,CCNPCKG0021_02,CCNPCKG0021,2,rest02,rest,2.0,1,5.0,CCNPCKG0021_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0021_03_rest01,,,,,,,,,,,,,,,,,CCNPCKG0021_03,CCNPCKG0021,3,rest01,rest,1.0,1,5.0,CCNPCKG0021_03,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0021_03_rest02,,,,,,,,,,,,,,,,,CCNPCKG0021_03,CCNPCKG0021,3,rest02,rest,2.0,1,5.0,CCNPCKG0021_03,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0022_01_rest01,,,,,,,,,,,,,,,,,CCNPCKG0022_01,CCNPCKG0022,1,rest01,rest,1.0,1,5.0,CCNPCKG0022_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0022_01_rest02,,,,,,,,,,,,,,,,,CCNPCKG0022_01,CCNPCKG0022,1,rest02,rest,2.0,1,5.0,CCNPCKG0022_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0022_02_rest01,,,,,,,,,,,,,,,,,CCNPCKG0022_02,CCNPCKG0022,2,rest01,rest,1.0,1,3.0,CCNPCKG0022_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0022_02_rest02,,,,,,,,,,,,,,,,,CCNPCKG0022_02,CCNPCKG0022,2,rest02,rest,2.0,1,3.0,CCNPCKG0022_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0022_03_rest01,,,,,,,,,,,,,,,,,CCNPCKG0022_03,CCNPCKG0022,3,rest01,rest,1.0,1,5.0,CCNPCKG0022_03,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0022_03_rest02,,,,,,,,,,,,,,,,,CCNPCKG0022_03,CCNPCKG0022,3,rest02,rest,2.0,1,5.0,CCNPCKG0022_03,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0023_01_rest01,,,,,,,,,,,,,,,,,CCNPCKG0023_01,CCNPCKG0023,1,rest01,rest,1.0,1,5.0,CCNPCKG0023_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0023_01_rest02,,,,,,,,,,,,,,,,,CCNPCKG0023_01,CCNPCKG0023,1,rest02,rest,2.0,1,5.0,CCNPCKG0023_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0023_02_rest01,,,,,,,,,,,,,,,,,CCNPCKG0023_02,CCNPCKG0023,2,rest01,rest,1.0,1,5.0,CCNPCKG0023_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0023_02_rest02,,,,,,,,,,,,,,,,,CCNPCKG0023_02,CCNPCKG0023,2,rest02,rest,2.0,1,5.0,CCNPCKG0023_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0023_03_rest01,,,,,,,,,,,,,,,,,CCNPCKG0023_03,CCNPCKG0023,3,rest01,rest,1.0,1,5.0,CCNPCKG0023_03,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0023_03_rest02,,,,,,,,,,,,,,,,,CCNPCKG0023_03,CCNPCKG0023,3,rest02,rest,2.0,1,5.0,CCNPCKG0023_03,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0024_01_rest01,,,,,,,,,,,,,,,,,CCNPCKG0024_01,CCNPCKG0024,1,rest01,rest,1.0,1,5.0,CCNPCKG0024_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0024_01_rest02,,,,,,,,,,,,,,,,,CCNPCKG0024_01,CCNPCKG0024,1,rest02,rest,2.0,1,5.0,CCNPCKG0024_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0024_02_rest01,,,,,,,,,,,,,,,,,CCNPCKG0024_02,CCNPCKG0024,2,rest01,rest,1.0,1,5.0,CCNPCKG0024_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0024_02_rest02,,,,,,,,,,,,,,,,,CCNPCKG0024_02,CCNPCKG0024,2,rest02,rest,2.0,1,5.0,CCNPCKG0024_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0025_01_rest01,,,,,,,,,,,,,,,,,CCNPCKG0025_01,CCNPCKG0025,1,rest01,rest,1.0,1,5.0,CCNPCKG0025_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0025_01_rest02,,,,,,,,,,,,,,,,,CCNPCKG0025_01,CCNPCKG0025,1,rest02,rest,2.0,1,5.0,CCNPCKG0025_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0025_02_rest01,,,,,,,,,,,,,,,,,CCNPCKG0025_02,CCNPCKG0025,2,rest01,rest,1.0,1,5.0,CCNPCKG0025_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0025_02_rest02,,,,,,,,,,,,,,,,,CCNPCKG0025_02,CCNPCKG0025,2,rest02,rest,2.0,1,5.0,CCNPCKG0025_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0025_03_rest01,,,,,,,,,,,,,,,,,CCNPCKG0025_03,CCNPCKG0025,3,rest01,rest,1.0,1,5.0,CCNPCKG0025_03,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0025_03_rest02,,,,,,,,,,,,,,,,,CCNPCKG0025_03,CCNPCKG0025,3,rest02,rest,2.0,1,5.0,CCNPCKG0025_03,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0026_01_rest01,,,,,,,,,,,,,,,,,CCNPCKG0026_01,CCNPCKG0026,1,rest01,rest,1.0,1,5.0,CCNPCKG0026_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0026_01_rest02,,,,,,,,,,,,,,,,,CCNPCKG0026_01,CCNPCKG0026,1,rest02,rest,2.0,1,5.0,CCNPCKG0026_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0026_02_rest01,,,,,,,,,,,,,,,,,CCNPCKG0026_02,CCNPCKG0026,2,rest01,rest,1.0,1,5.0,CCNPCKG0026_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0026_02_rest02,,,,,,,,,,,,,,,,,CCNPCKG0026_02,CCNPCKG0026,2,rest02,rest,2.0,1,5.0,CCNPCKG0026_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0026_03_rest01,,,,,,,,,,,,,,,,,CCNPCKG0026_03,CCNPCKG0026,3,rest01,rest,1.0,1,5.0,CCNPCKG0026_03,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0026_03_rest02,,,,,,,,,,,,,,,,,CCNPCKG0026_03,CCNPCKG0026,3,rest02,rest,2.0,1,5.0,CCNPCKG0026_03,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0027_01_rest01,,,,,,,,,,,,,,,,,CCNPCKG0027_01,CCNPCKG0027,1,rest01,rest,1.0,1,5.0,CCNPCKG0027_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0027_01_rest02,,,,,,,,,,,,,,,,,CCNPCKG0027_01,CCNPCKG0027,1,rest02,rest,2.0,1,5.0,CCNPCKG0027_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0027_02_rest01,,,,,,,,,,,,,,,,,CCNPCKG0027_02,CCNPCKG0027,2,rest01,rest,1.0,1,5.0,CCNPCKG0027_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0027_02_rest02,,,,,,,,,,,,,,,,,CCNPCKG0027_02,CCNPCKG0027,2,rest02,rest,2.0,1,5.0,CCNPCKG0027_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0028_01_rest01,,,,,,,,,,,,,,,,,CCNPCKG0028_01,CCNPCKG0028,1,rest01,rest,1.0,1,5.0,CCNPCKG0028_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0028_01_rest02,,,,,,,,,,,,,,,,,CCNPCKG0028_01,CCNPCKG0028,1,rest02,rest,2.0,1,5.0,CCNPCKG0028_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0028_02_rest01,,,,,,,,,,,,,,,,,CCNPCKG0028_02,CCNPCKG0028,2,rest01,rest,1.0,1,5.0,CCNPCKG0028_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0028_02_rest02,,,,,,,,,,,,,,,,,CCNPCKG0028_02,CCNPCKG0028,2,rest02,rest,2.0,1,5.0,CCNPCKG0028_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0028_03_rest01,,,,,,,,,,,,,,,,,CCNPCKG0028_03,CCNPCKG0028,3,rest01,rest,1.0,1,5.0,CCNPCKG0028_03,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0028_03_rest02,,,,,,,,,,,,,,,,,CCNPCKG0028_03,CCNPCKG0028,3,rest02,rest,2.0,1,5.0,CCNPCKG0028_03,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0029_01_rest01,,,,,,,,,,,,,,,,,CCNPCKG0029_01,CCNPCKG0029,1,rest01,rest,1.0,1,5.0,CCNPCKG0029_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0029_01_rest02,,,,,,,,,,,,,,,,,CCNPCKG0029_01,CCNPCKG0029,1,rest02,rest,2.0,1,5.0,CCNPCKG0029_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0029_02_rest01,,,,,,,,,,,,,,,,,CCNPCKG0029_02,CCNPCKG0029,2,rest01,rest,1.0,1,5.0,CCNPCKG0029_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0029_02_rest02,,,,,,,,,,,,,,,,,CCNPCKG0029_02,CCNPCKG0029,2,rest02,rest,2.0,1,5.0,CCNPCKG0029_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0030_01_rest01,,,,,,,,,,,,,,,,,CCNPCKG0030_01,CCNPCKG0030,1,rest01,rest,1.0,1,5.0,CCNPCKG0030_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0030_01_rest02,,,,,,,,,,,,,,,,,CCNPCKG0030_01,CCNPCKG0030,1,rest02,rest,2.0,1,5.0,CCNPCKG0030_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0030_02_rest01,,,,,,,,,,,,,,,,,CCNPCKG0030_02,CCNPCKG0030,2,rest01,rest,1.0,1,5.0,CCNPCKG0030_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0030_02_rest02,,,,,,,,,,,,,,,,,CCNPCKG0030_02,CCNPCKG0030,2,rest02,rest,2.0,1,5.0,CCNPCKG0030_02,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0030_03_rest01,,,,,,,,,,,,,,,,,CCNPCKG0030_03,CCNPCKG0030,3,rest01,rest,1.0,1,5.0,CCNPCKG0030_03,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0030_03_rest02,,,,,,,,,,,,,,,,,CCNPCKG0030_03,CCNPCKG0030,3,rest02,rest,2.0,1,5.0,CCNPCKG0030_03,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0031_01_rest01,,,,,,,,,,,,,,,,,CCNPCKG0031_01,CCNPCKG0031,1,rest01,rest,1.0,1,5.0,CCNPCKG0031_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNPCKG0031_01_rest02,,,,,,,,,,,,,,,,,CCNPCKG0031_01,CCNPCKG0031,1,rest02,rest,2.0,1,5.0,CCNPCKG0031_01,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
